Data Recorder CSV-File Format
PC Time (yyyy:mm:dd/h m s ms);2020/2/5 13h45m47s
Last Sample (d h m s ms);2h4m39s796ms
Sampling Rate (h m s ms);20ms
Minimum Sampling Time (h m s ms);0ms
Average Sampling Time (h m s ms);31ms
Maximum Sampling Time (h m s ms);63ms
Channel(s);8
Description;TYPE;Color;Width;0-Axis; Lowest Value; Highest Value; Address
h1_line_speed;REAL;0;0;5;0,;286,9656372;DLD0
h1_product_len;REAL;255;0;30;14,8419323;591,5266724;DLD2
h1_tension_1_avg;REAL;65280;0;55;526,6845093;561,9533691;DDT1038
h1_on_baord_ten_raw;REAL;16711680;0;80;0,5568000078;0,6047999859;DDT1104
h1_wrap_ten;REAL;8421504;0;105;-4,879947186;0,4807486832;DDT1130
h1_std_dev;REAL;8750591;0;130;1,606152207e-002;0,3629674613;DDT1132
h1_tape_ten_vdc;REAL;26367;0;155;0,;0,;DDT1080
h1_flyer_rpm;REAL;32768;0;180;0,;459,1450195;DDT1066
Number of Samples;239400

Time;h1_line_speed;h1_product_len;h1_tension_1_avg;h1_on_baord_ten_raw;h1_wrap_ten;h1_std_dev;h1_tape_ten_vdc;h1_flyer_rpm;
0:0:12:781;57,52884674;15,04472637;536,6043091;0,5719999671;-2,992745399;0,2034608722;0,;92,04615784;
0:0:12:811;57,52884674;15,04640198;536,475769;0,5712000132;-2,996323347;0,2042785883;0,;92,04615784;
0:0:12:843;57,52884674;15,04640198;536,2709351;0,5712000132;-3,000277996;0,2048467547;0,;92,04615784;
0:0:12:875;57,52884674;15,04640198;536,0119019;0,5712000132;-3,004797459;0,2046596408;0,;92,04615784;
0:0:12:906;57,52884674;15,04807758;535,7381592;0,5712000132;-3,009316683;0,2043724358;0,;92,04615784;
0:0:12:936;57,52884674;15,04807758;535,442627;0,5719999671;-3,014212608;0,2030771375;0,;92,04615784;
0:0:12:968;57,52884674;15,04807758;535,2231445;0,5727999806;-3,017978668;0,201791048;0,;92,04615784;
0:0:13:0;57,52884674;15,0495224;535,0323486;0,5727999806;-3,020991564;0,1999978125;0,;92,04615784;
0:0:13:31;57,52884674;15,0495224;534,8561401;0,5735999942;-3,023439407;0,1980927885;0,;92,04615784;
0:0:13:61;57,52884674;15,0495224;534,6923218;0,5751999617;-3,024569035;0,1972042918;0,;92,04615784;
0:0:13:92;57,52884674;15,05119801;534,6077271;0,5759999752;-3,02381587;0,1978574544;0,;92,04615784;
0:0:13:125;57,52884674;15,05119801;534,4903564;0,5759999752;-3,021933079;0,1996468902;0,;92,04615784;
0:0:13:156;57,52884674;15,05119801;534,359436;0,5759999752;-3,019484997;0,201518923;0,;92,04615784;
0:0:13:186;57,52884674;15,05287361;534,1573486;0,5759999752;-3,015342474;0,2034850419;0,;92,04615784;
0:0:13:217;57,52884674;15,05287361;533,9909668;0,5759999752;-3,011388302;0,2045107633;0,;92,04615784;
0:0:13:250;57,52884674;15,05287361;533,800354;0,5751999617;-3,007245302;0,2043862492;0,;92,04615784;
0:0:13:281;57,52884674;15,05431843;533,5618896;0,5744000077;-3,00272584;0,203411147;0,;92,04615784;
0:0:13:311;57,52884674;15,05431843;533,3563232;0,5744000077;-2,999712944;0,2021187246;0,;92,04615784;
0:0:13:343;57,52884674;15,05431843;533,19104;0,5735999942;-2,997829676;0,2015477717;0,;92,04615784;
0:0:13:375;57,52884674;15,05431843;533,0891113;0,5727999806;-2,996511221;0,2009955049;0,;92,04615784;
0:0:13:406;57,52884674;15,05599403;533,0038452;0,5727999806;-2,996699572;0,2010369599;0,;92,04615784;
0:0:13:436;57,52884674;15,05599403;532,9658813;0,5719999671;-2,998017788;0,2015877813;0,;92,04615784;
0:0:13:468;57,52884674;15,05599403;532,9349976;0,5712000132;-3,000842571;0,2026971728;0,;92,04615784;
0:0:13:500;57,52884674;15,05766964;532,8766479;0,5703999996;-3,005173206;0,2042928338;0,;92,04615784;
0:0:13:531;57,52884674;15,05766964;532,7224731;0,5703999996;-3,01157546;0,2055762708;0,;92,04615784;
0:0:13:561;57,52884674;15,05766964;532,5324707;0,5712000132;-3,016471148;0,2057044208;0,;92,04615784;
0:0:13:593;57,52884674;15,05909348;532,2885742;0,5712000132;-3,020990133;0,2051613778;0,;92,04615784;
0:0:13:625;57,52884674;15,05909348;532,0090332;0,5719999671;-3,026074409;0,2037784606;0,;92,04615784;
0:0:13:656;57,52884674;15,05909348;531,7846069;0,5727999806;-3,029275417;0,2019808888;0,;92,04615784;
0:0:13:686;57,52884674;15,06079006;531,6165161;0,5735999942;-3,030969858;0,2010181099;0,;92,04615784;
0:0:13:718;57,52884674;15,06079006;531,5161133;0,5744000077;-3,03153491;0,2006924301;0,;92,04615784;
0:0:13:750;57,52884674;15,06079006;531,4572754;0,5759999752;-3,030405283;0,2015171051;0,;92,04615784;
0:0:13:781;57,52884674;15,06246567;531,4760742;0,5759999752;-3,028145552;0,2032244205;0,;92,04615784;
0:0:13:811;57,52884674;15,06246567;531,5203857;0,5759999752;-3,024944305;0,2049932927;0,;92,04615784;
0:0:13:843;57,52884674;15,06246567;531,5361328;0,5759999752;-3,021178246;0,2063862383;0,;92,04615784;
0:0:13:875;57,52884674;15,0638895;531,4857788;0,5759999752;-3,015717745;0,2072444707;0,;92,04615784;
0:0:13:906;57,52884674;15,0638895;531,4146729;0,5751999617;-3,011386871;0,2074377388;0,;92,04615784;
0:0:13:936;57,52884674;15,0638895;531,3457031;0,5751999617;-3,007621288;0,2068626285;0,;92,04615784;
0:0:13:968;57,52884674;15,06556511;531,307251;0,5744000077;-3,004044056;0,2060791254;0,;92,04615784;
0:0:14:0;57,52884674;15,06556511;531,2980957;0,5735999942;-3,001030922;0,2053416222;0,;92,04615784;
0:0:14:31;57,52884674;15,06556511;531,3329468;0,5735999942;-2,999524593;0,2046952099;0,;92,04615784;
0:0:14:61;57,52884674;15,0672617;531,40979;0,5727999806;-2,999147892;0,2046183348;0,;92,04615784;
0:0:14:92;57,52884674;15,0672617;531,5152588;0,5719999671;-3,000089645;0,2048957944;0,;92,04615784;
0:0:14:125;57,52884674;15,0672617;531,5645142;0,5712000132;-3,00272584;0,2054062337;0,;92,04615784;
0:0:14:156;57,52884674;15,06868553;531,5737305;0,5712000132;-3,006491423;0,2060748786;0,;92,04615784;
0:0:14:186;57,52884674;15,06868553;531,5626221;0,5712000132;-3,010633707;0,2062137127;0,;92,04615784;
0:0:14:217;57,52884674;15,06868553;531,473999;0,5719999671;-3,016094446;0,205486536;0,;92,04615784;
0:0:14:250;57,52884674;15,07036114;531,387085;0,5719999671;-3,019860506;0,2041811198;0,;92,04615784;
0:0:14:281;57,52884674;15,07036114;531,2816162;0,5727999806;-3,023250103;0,202589944;0,;92,04615784;
0:0:14:311;57,52884674;15,07036114;531,1870728;0,5727999806;-3,02626276;0,2007245719;0,;92,04615784;
0:0:14:343;57,52884674;15,07203674;531,1353149;0,5735999942;-3,028710127;0,1995627135;0,;92,04615784;
0:0:14:375;57,52884674;15,07203674;531,1346436;0,5751999617;-3,029086828;0,1993193626;0,;92,04615784;
0:0:14:406;57,52884674;15,07203674;531,1865845;0,5751999617;-3,027957201;0,2001355141;0,;92,04615784;
0:0:14:436;57,52884674;15,07348156;531,3631592;0,5751999617;-3,026074409;0,2013277262;0,;92,04615784;
0:0:14:468;57,52884674;15,07348156;531,5482788;0,5751999617;-3,024003506;0,2022168636;0,;92,04615784;
0:0:14:500;57,52884674;15,07348156;531,7498169;0,5751999617;-3,02136755;0,2028518468;0,;92,04615784;
0:0:14:531;57,52884674;15,07515717;531,9656372;0,5751999617;-3,018166542;0,2030391991;0,;92,04615784;
0:0:14:561;57,52884674;15,07515717;532,1442261;0,5751999617;-3,013459444;0,2024508119;0,;92,04615784;
0:0:14:593;57,52884674;15,07515717;532,2008667;0,5744000077;-3,010070324;0,2016072124;0,;92,04615784;
0:0:14:625;57,52884674;15,07515717;532,1987915;0,5735999942;-3,007810593;0,2012458593;0,;92,04615784;
0:0:14:656;57,52884674;15,07515717;532,1280518;0,5735999942;-3,006115675;0,2006928772;0,;92,04615784;
0:0:14:686;57,52884674;15,07515717;532,0335083;0,5727999806;-3,004609346;0,20015876;0,;92,04615784;
0:0:14:718;57,52884674;15,07683277;532,0109253;0,5727999806;-3,004797935;0,2001929879;0,;92,04615784;
0:0:14:750;57,52884674;15,07683277;532,0317993;0,5719999671;-3,005928278;0,2005716711;0,;92,04615784;
0:0:14:781;57,52884674;15,07683277;532,1427002;0,5712000132;-3,009694099;0,2013726681;0,;92,04615784;
0:0:14:811;57,52884674;15,07827759;532,2734985;0,5712000132;-3,013459682;0,201924935;0,;92,04615784;
0:0:14:843;57,52884674;15,07827759;532,3388672;0,5712000132;-3,017225266;0,2024055272;0,;92,04615784;
0:0:14:875;57,52884674;15,07827759;532,3807983;0,5719999671;-3,020614386;0,202427268;0,;92,04615784;
0:0:14:906;57,52884674;15,07995319;532,3708496;0,5719999671;-3,024380445;0,2018973529;0,;92,04615784;
0:0:14:936;57,52884674;15,07995319;532,2994385;0,5727999806;-3,027016878;0,2008672059;0,;92,04615784;
0:0:14:968;57,52884674;15,07995319;532,2438354;0,5735999942;-3,02908802;0,1999405771;0,;92,04615784;
0:0:15:0;57,52884674;15,0816288;532,1889038;0,5744000077;-3,030029297;0,19946298;0,;92,04615784;
0:0:15:31;57,52884674;15,0816288;532,1802368;0,5751999617;-3,029464483;0,199785769;0,;92,04615784;
0:0:15:61;57,52884674;15,0816288;532,2207642;0,5751999617;-3,027958632;0,2007547319;0,;92,04615784;
0:0:15:92;57,52884674;15,08307362;532,3096924;0,5751999617;-3,02607584;0,2016795129;0,;92,04615784;
0:0:15:125;57,52884674;15,08307362;532,4539185;0,5751999617;-3,023627996;0,2024475932;0,;92,04615784;
0:0:15:156;57,52884674;15,08307362;532,6854248;0,5751999617;-3,019485712;0,2025723457;0,;92,04615784;
0:0:15:186;57,52884674;15,08474922;532,8389282;0,5744000077;-3,015342951;0,2015594393;0,;92,04615784;
0:0:15:217;57,52884674;15,08474922;532,9666748;0,5744000077;-3,011388302;0,1994193494;0,;92,04615784;
0:0:15:250;57,52884674;15,08474922;533,0601807;0,5744000077;-3,006680012;0,1964164674;0,;92,04615784;
0:0:15:281;57,52884674;15,08642483;533,0855713;0,5735999942;-3,003666401;0,194045037;0,;92,04615784;
0:0:15:311;57,52884674;15,08642483;533,0835571;0,5727999806;-3,001595259;0,1925317496;0,;92,04615784;
0:0:15:343;57,52884674;15,08642483;533,0337524;0,5719999671;-3,00046587;0,1915572733;0,;92,04615784;
0:0:15:375;57,52884674;15,08786964;532,9848633;0,5719999671;-3,000653982;0,1916895509;0,;92,04615784;
0:0:15:406;57,52884674;15,08786964;532,9671631;0,5712000132;-3,002160072;0,1929225028;0,;92,04615784;
0:0:15:436;57,52884674;15,08786964;533,001709;0,5703999996;-3,005173445;0,1949674934;0,;92,04615784;
0:0:15:468;57,52884674;15,08786964;533,0935059;0,5703999996;-3,008939981;0,1974290907;0,;92,04615784;
0:0:15:500;57,52884674;15,08954525;533,2982788;0,5712000132;-3,014400959;0,1993130594;0,;92,04615784;
0:0:15:531;57,52884674;15,08954525;533,4736328;0,5712000132;-3,018166542;0,1997822225;0,;92,04615784;
0:0:15:561;57,52884674;15,08954525;533,5986938;0,5719999671;-3,021744013;0,1999838054;0,;92,04615784;
0:0:15:593;57,52884674;15,09122086;533,6675415;0,5727999806;-3,02475667;0,1995437741;0,;92,04615784;
0:0:15:625;57,52884674;15,09122086;533,6884155;0,5735999942;-3,027581215;0,1984196007;0,;92,04615784;
0:0:15:656;57,52884674;15,09122086;533,6489868;0,5744000077;-3,028146029;0,1981892586;0,;92,04615784;
0:0:15:686;57,52884674;15,09266567;533,6228027;0,5751999617;-3,027769566;0,1985214651;0,;92,04615784;
0:0:15:718;57,52884674;15,09266567;533,5889893;0,5759999752;-3,025510311;0,2002247274;0,;92,04615784;
0:0:15:750;57,52884674;15,09266567;533,5762329;0,5759999752;-3,02287364;0,2021177262;0,;92,04615784;
0:0:15:781;57,52884674;15,09434128;533,6289673;0,5759999752;-3,019859791;0,203920126;0,;92,04615784;
0:0:15:811;57,52884674;15,09434128;533,7007446;0,5759999752;-3,016093254;0,205227077;0,;92,04615784;
0:0:15:843;57,52884674;15,09434128;533,8251953;0,5759999752;-3,010255337;0,2054683268;0,;92,04615784;
0:0:15:875;57,52884674;15,09601688;533,9116821;0,5751999617;-3,00535965;0,2041522413;0,;92,04615784;
0:0:15:906;57,52884674;15,09601688;533,956604;0,5751999617;-3,001028538;0,2025593817;0,;92,04615784;
0:0:15:936;57,52884674;15,09601688;534,0046387;0,5744000077;-2,997638702;0,2015071362;0,;92,04615784;
0:0:15:968;57,52884674;15,0974617;534,0058594;0,5735999942;-2,994249344;0,1996828467;0,;92,04615784;
0:0:16:0;57,52884674;15,0974617;533,9663696;0,5727999806;-2,992931128;0,1990126371;0,;92,04615784;
0:0:16:30;57,52884674;15,0974617;533,8775024;0,5727999806;-2,992554665;0,1987427026;0,;92,04615784;
0:0:16:62;57,52884674;15,09913731;533,8030396;0,5712000132;-2,993684292;0,1992824525;0,;92,04615784;
0:0:16:92;57,52884674;15,09913731;533,7797241;0,5712000132;-2,997262239;0,2010726929;0,;92,04615784;
0:0:16:125;57,52884674;15,09913731;533,8335571;0,5712000132;-3,000840187;0,2019958347;0,;92,04615784;
0:0:16:155;57,52884674;15,10081291;533,9523315;0,5712000132;-3,004606247;0,2027106881;0,;92,04615784;
0:0:16:187;57,52884674;15,10081291;534,1647339;0,5719999671;-3,00931406;0,2035028785;0,;92,04615784;
0:0:16:217;57,52884674;15,10081291;534,364624;0,5719999671;-3,012326717;0,2032545954;0,;92,04615784;
0:0:16:250;57,52884674;15,10225773;534,5649414;0,5719999671;-3,015339613;0,2029612809;0,;92,04615784;
0:0:16:280;57,52884674;15,10225773;534,7528076;0,5727999806;-3,017410994;0,202602312;0,;92,04615784;
0:0:16:312;57,52884674;15,10225773;534,8948975;0,5735999942;-3,018917322;0,202335462;0,;92,04615784;
0:0:16:343;57,52884674;15,10393333;534,9509277;0,5744000077;-3,018540859;0,2024691403;0,;92,04615784;
0:0:16:375;57,52884674;15,10393333;534,9598389;0,5751999617;-3,017222643;0,2031920999;0,;92,04615784;
0:0:16:405;57,52884674;15,10393333;534,9423828;0,5751999617;-3,015339613;0,204006806;0,;92,04615784;
0:0:16:437;57,52884674;15,10393333;534,9268188;0,5751999617;-3,012138367;0,2047055513;0,;92,04615784;
0:0:16:468;57,52884674;15,10393333;534,9858398;0,5751999617;-3,008937597;0,2047466934;0,;92,04615784;
0:0:16:500;57,52884674;15,10393333;535,1073608;0,5744000077;-3,00535965;0,2039783597;0,;92,04615784;
0:0:16:530;57,52884674;15,10703278;535,3498535;0,5744000077;-3,00159359;0,2024080604;0,;92,04615784;
0:0:16:562;57,52884674;15,10703278;535,5925293;0,5735999942;-2,998957157;0,2009945661;0,;92,04615784;
0:0:16:593;57,52884674;15,10703278;535,8248291;0,5727999806;-2,997262001;0,2001008093;0,;92,04615784;
0:0:16:625;57,52884674;15,10703278;536,0426636;0,5727999806;-2,996508598;0,1995788664;0,;92,04615784;
0:0:16:655;57,52884674;15,10703278;536,2717896;0,5719999671;-2,996696949;0,1997099519;0,;92,04615784;
0:0:16:687;57,52884674;15,10703278;536,4226685;0,5719999671;-2,998015404;0,2003527284;0,;92,04615784;
0:0:16:718;57,52884674;15,10872936;536,5390015;0,5712000132;-3,000651836;0,2015192211;0,;92,04615784;
0:0:16:750;57,52884674;15,10872936;536,6430664;0,5703999996;-3,004794598;0,2032687664;0,;92,04615784;
0:0:16:780;57,52884674;15,10872936;536,8024292;0,5703999996;-3,011196613;0,2045703381;0,;92,04615784;
0:0:16:812;57,52884674;15,11040497;536,987915;0,5712000132;-3,016092539;0,2047084719;0,;92,04615784;
0:0:16:843;57,52884674;15,11040497;537,2191772;0,5712000132;-3,020611763;0,2041715235;0,;92,04615784;
0:0:16:875;57,52884674;15,11040497;537,4468994;0,5719999671;-3,024565935;0,2029638588;0,;92,04615784;
0:0:16:905;57,52884674;15,1118288;537,7564087;0,5727999806;-3,028708696;0,2015077323;0,;92,04615784;
0:0:16:937;57,52884674;15,1118288;537,9927979;0,5735999942;-3,030780077;0,200566873;0,;92,04615784;
0:0:16:968;57,52884674;15,1118288;538,2095337;0,5744000077;-3,03115654;0,2004089803;0,;92,04615784;
0:0:17:0;57,52884674;15,11352539;538,3768311;0,5751999617;-3,030591488;0,2008220404;0,;92,04615784;
0:0:17:30;57,52884674;15,11352539;538,5009766;0,5759999752;-3,028520584;0,2022862136;0,;92,04615784;
0:0:17:62;57,52884674;15,11352539;538,5593262;0,5759999752;-3,025507927;0,2041707784;0,;92,04615784;
0:0:17:92;57,52884674;15,115201;538,6193237;0,5759999752;-3,02211833;0,2057867944;0,;92,04615784;
0:0:17:125;57,52884674;15,115201;538,6817627;0,5759999752;-3,01684618;0,2068662345;0,;92,04615784;
0:0:17:155;57,52884674;15,115201;538,7709961;0,5751999617;-3,011950493;0,2062325776;0,;92,04615784;
0:0:17:187;57,52884674;15,11662483;538,9265747;0,5751999617;-3,007431746;0,2045041323;0,;92,04615784;
0:0:17:217;57,52884674;15,11662483;539,116333;0,5744000077;-3,003477335;0,2026792318;0,;92,04615784;
0:0:17:250;57,52884674;15,11662483;539,4144897;0,5735999942;-2,999899864;0,2010138929;0,;92,04615784;
0:0:17:280;57,52884674;15,11830044;539,6398315;0,5735999942;-2,998016834;0,1999097764;0,;92,04615784;
0:0:17:312;57,52884674;15,11830044;539,864502;0,5727999806;-2,997452021;0,1996097714;0,;92,04615784;
0:0:17:343;57,52884674;15,11830044;540,0302734;0,5719999671;-2,997828484;0,1996917129;0,;92,04615784;
0:0:17:375;57,52884674;15,11999702;540,1828003;0,5712000132;-3,000276327;0,2006491721;0,;92,04615784;
0:0:17:405;57,52884674;15,11999702;540,2429199;0,5712000132;-3,003853798;0,2015207857;0,;92,04615784;
0:0:17:437;57,52884674;15,11999702;540,2728882;0,5712000132;-3,007996321;0,2017168105;0,;92,04615784;
0:0:17:468;57,52884674;15,12142086;540,3526611;0,5712000132;-3,013644695;0,2012466788;0,;92,04615784;
0:0:17:500;57,52884674;15,12142086;540,4586792;0,5719999671;-3,017599106;0,2001594752;0,;92,04615784;
0:0:17:530;57,52884674;15,12142086;540,6162109;0,5719999671;-3,021365166;0,1987906098;0,;92,04615784;
0:0:17:562;57,52884674;15,12309647;540,8198242;0,5727999806;-3,024377584;0,1972782314;0,;92,04615784;
0:0:17:593;57,52884674;15,12309647;541,0758667;0,5744000077;-3,026637316;0,1958339363;0,;92,04615784;
0:0:17:625;57,52884674;15,12309647;541,2258301;0,5751999617;-3,027013779;0,1954991221;0,;92,04615784;
0:0:17:655;57,52884674;15,12477207;541,3713379;0,5759999752;-3,026072264;0,1964243501;0,;92,04615784;
0:0:17:687;57,52884674;15,12477207;541,4794922;0,5759999752;-3,024000883;0,1983214319;0,;92,04615784;
0:0:17:718;57,52884674;15,12477207;541,6057739;0,5759999752;-3,020800114;0,2006865144;0,;92,04615784;
0:0:17:750;57,52884674;15,12621689;541,7055664;0,5759999752;-3,017975569;0,2022298276;0,;92,04615784;
0:0:17:780;57,52884674;15,12621689;541,7878418;0,5759999752;-3,014209509;0,2035128772;0,;92,04615784;
0:0:17:812;57,52884674;15,12621689;541,951416;0,5751999617;-3,008937836;0,2035309821;0,;92,04615784;
0:0:17:843;57,52884674;15,12789249;542,1260376;0,5751999617;-3,005172014;0,2028994262;0,;92,04615784;
0:0:17:875;57,52884674;15,12789249;542,3772583;0,5744000077;-3,001971245;0,2017794251;0,;92,04615784;
0:0:17:905;57,52884674;15,12789249;542,6851807;0,5735999942;-3,000088215;0,2012286186;0,;92,04615784;
0:0:17:937;57,52884674;15,1295681;543,0117798;0,5727999806;-2,998769999;0,2006902546;0,;92,04615784;
0:0:17:968;57,52884674;15,1295681;543,2017822;0,5727999806;-2,998769999;0,2006902546;0,;92,04615784;
0:0:18:0;57,52884674;15,1295681;543,3474731;0,5719999671;-2,999523401;0,2011125386;0,;92,04615784;
0:0:18:30;57,52884674;15,1295681;543,4195557;0,5712000132;-3,001971245;0,2023058683;0,;92,04615784;
0:0:18:62;57,52884674;15,13101292;543,4851074;0,5703999996;-3,007243395;0,2044731975;0,;92,04615784;
0:0:18:92;57,52884674;15,13101292;543,4696045;0,5703999996;-3,011762142;0,2062056214;0,;92,04615784;
0:0:18:125;57,52884674;15,13101292;543,4307251;0,5712000132;-3,016281366;0,2078257054;0,;92,04615784;
0:0:18:155;57,52884674;15,13268852;543,4073486;0,5712000132;-3,020988226;0,208334595;0,;92,04615784;
0:0:18:187;57,52884674;15,13268852;543,3862305;0,5719999671;-3,024377108;0,2082943767;0,;92,04615784;
0:0:18:217;57,52884674;15,13268852;543,4400024;0,5727999806;-3,027390003;0,2078335881;0,;92,04615784;
0:0:18:250;57,52884674;15,13436413;543,5598145;0,5735999942;-3,029272795;0,207095176;0,;92,04615784;
0:0:18:280;57,52884674;15,13436413;543,7910767;0,5751999617;-3,029649496;0,2069451064;0,;92,04615784;
0:0:18:312;57,52884674;15,13436413;544,0128174;0,5751999617;-3,028331518;0,2078085542;0,;92,04615784;
0:0:18:343;57,52884674;15,13580894;544,2474365;0,5759999752;-3,026448488;0,2092148066;0,;92,04615784;
0:0:18:375;57,52884674;15,13580894;544,4767456;0,5751999617;-3,023058414;0,2112278193;0,;92,04615784;
0:0:18:405;57,52884674;15,13580894;544,633606;0,5759999752;-3,02042222;0,2118242383;0,;92,04615784;
0:0:18:437;57,52884674;15,13580894;544,746521;0,5751999617;-3,016467571;0,2124874145;0,;92,04615784;
0:0:18:468;57,52884674;15,13580894;544,8196411;0,5751999617;-3,012701988;0,2120165378;0,;92,04615784;
0:0:18:500;57,52884674;15,13580894;544,9266968;0,5744000077;-3,008183002;0,2111935169;0,;92,04615784;
0:0:18:530;57,52884674;15,13748455;545,0274048;0,5735999942;-3,005546808;0,2104284912;0,;92,04615784;
0:0:18:562;57,52884674;15,13748455;545,1748047;0,5735999942;-3,004040003;0,209830299;0,;92,04615784;
0:0:18:593;57,52884674;15,13748455;545,4546509;0,5727999806;-3,00272131;0,2094239891;0,;92,04615784;
0:0:18:625;57,52884674;15,13916016;545,7146606;0,5727999806;-3,00290966;0,2094583213;0,;92,04615784;
0:0:18:655;57,52884674;15,13916016;545,9720459;0,5719999671;-3,004228354;0,2099478245;0,;92,04615784;
0:0:18:687;57,52884674;15,13916016;546,2125244;0,5712000132;-3,00705266;0,2109299898;0,;92,04615784;
0:0:18:718;57,52884674;15,14060497;546,4584351;0,5703999996;-3,011759758;0,2116370052;0,;92,04615784;
0:0:18:750;57,52884674;15,14060497;546,6112671;0,5712000132;-3,015902281;0,2126713842;0,;92,04615784;
0:0:18:780;57,52884674;15,14060497;546,7192383;0,5712000132;-3,019667864;0,2130845934;0,;92,04615784;
0:0:18:812;57,52884674;15,14228058;546,7790527;0,5719999671;-3,023622036;0,2127804011;0,;92,04615784;
0:0:18:843;57,52884674;15,14228058;546,8403931;0,5727999806;-3,02625823;0,2121469676;0,;92,04615784;
0:0:18:875;57,52884674;15,14228058;546,9360962;0,5735999942;-3,027764797;0,2117451131;0,;92,04615784;
0:0:18:905;57,52884674;15,14395618;547,0822144;0,5744000077;-3,028329611;0,2115291804;0,;92,04615784;
0:0:18:937;57,52884674;15,14395618;547,3096313;0,5759999752;-3,027011871;0,2123653144;0,;92,04615784;
0:0:18:968;57,52884674;15,14395618;547,5033569;0,5759999752;-3,024563789;0,2141844183;0,;92,04615784;
0:0:19:0;57,52884674;15,145401;547,7087402;0,5759999752;-3,02154994;0,2159097046;0,;92,04615784;
0:0:19:30;57,52884674;15,145401;547,9139404;0,5759999752;-3,017783403;0,2171739191;0,;92,04615784;
0:0:19:62;57,52884674;15,145401;548,126709;0,5759999752;-3,012510538;0,2180919349;0,;92,04615784;
0:0:19:92;57,52884674;15,14707661;548,2438965;0,5759999752;-3,007613897;0,2178824246;0,;92,04615784;
0:0:19:125;57,52884674;15,14707661;548,3244019;0,5751999617;-3,002340555;0,2170056701;0,;92,04615784;
0:0:19:155;57,52884674;15,14707661;548,3305664;0,5751999617;-2,996879578;0,2149702609;0,;92,04615784;
0:0:19:187;57,52884674;15,14875221;548,3495483;0,5744000077;-2,993678808;0,2137895077;0,;92,04615784;
0:0:19:217;57,52884674;15,14875221;548,3712158;0,5735999942;-2,991230726;0,2125652879;0,;92,04615784;
0:0:19:250;57,52884674;15,14875221;548,4535522;0,5727999806;-2,990100861;0,2119628638;0,;92,04615784;
0:0:19:280;57,52884674;15,15019703;548,6279297;0,5719999671;-2,990288973;0,2120916843;0,;92,04615784;
0:0:19:312;57,52884674;15,15019703;548,8425903;0,5712000132;-2,99217248;0,2129508704;0,;92,04615784;
0:0:19:343;57,52884674;15,15019703;549,0700073;0,5703999996;-2,9955616;0,2140332013;0,;92,04615784;
0:0:19:375;57,52884674;15,15187263;549,291626;0,5703999996;-3,000269413;0,2157230824;0,;92,04615784;
0:0:19:405;57,52884674;15,15187263;549,5557861;0,5703999996;-3,00686121;0,2168679982;0,;92,04615784;
0:0:19:437;57,52884674;15,15187263;549,7180786;0,5712000132;-3,011569262;0,2168247402;0,;92,04615784;
0:0:19:468;57,52884674;15,15354824;549,8572998;0,5719999671;-3,016088963;0,2164120823;0,;92,04615784;
0:0:19:500;57,52884674;15,15354824;549,9903564;0,5719999671;-3,020797014;0,2148521543;0,;92,04615784;
0:0:19:530;57,52884674;15,15354824;550,0844727;0,5727999806;-3,023810148;0,2137930542;0,;92,04615784;
0:0:19:562;57,52884674;15,15497208;550,1928711;0,5735999942;-3,02569294;0,2129407227;0,;92,04615784;
0:0:19:593;57,52884674;15,15497208;550,3914185;0,5751999617;-3,026257753;0,2125644088;0,;92,04615784;
0:0:19:625;57,52884674;15,15497208;550,6026001;0,5751999617;-3,025128126;0,213315025;0,;92,04615784;
0:0:19:655;57,52884674;15,15666866;550,8909912;0,5751999617;-3,023433447;0,2141766399;0,;92,04615784;
0:0:19:687;57,52884674;15,15666866;551,1803589;0,5751999617;-3,021173716;0,2149698287;0,;92,04615784;
0:0:19:718;57,52884674;15,15666866;551,477478;0,5751999617;-3,017407656;0,2153290212;0,;92,04615784;
0:0:19:750;57,52884674;15,15834427;551,6447754;0,5751999617;-3,013641596;0,2148809731;0,;92,04615784;
0:1:19:46;57,52884674;16,10416603;542,8694458;0,5751999617;-2,985398054;0,2110259384;0,;92,04615784;
0:1:19:78;57,52884674;16,10416603;543,0748291;0,5751999617;-2,980878592;0,2087634802;0,;92,04615784;
0:1:19:108;57,52884674;16,10584068;543,2368164;0,5744000077;-2,977301121;0,2075266987;0,;92,04615784;
0:1:19:140;57,52884674;16,10584068;543,3868408;0,5735999942;-2,974099636;0,2059130967;0,;92,04615784;
0:1:19:171;57,52884674;16,10584068;543,480957;0,5735999942;-2,972593069;0,2050709128;0,;92,04615784;
0:1:19:203;57,52884674;16,10751534;543,5772095;0,5727999806;-2,972216606;0,2049447596;0,;92,04615784;
0:1:19:233;57,52884674;16,10751534;543,7272949;0,5719999671;-2,97296977;0,2051962316;0,;92,04615784;
0:1:19:265;57,52884674;16,10751534;543,8874512;0,5712000132;-2,975040913;0,2059592754;0,;92,04615784;
0:1:19:296;57,52884674;16,10896111;544,107666;0,5712000132;-2,978806734;0,2071298212;0,;92,04615784;
0:1:19:328;57,52884674;16,10896111;544,3612671;0,5712000132;-2,98332572;0,2074131072;0,;92,04615784;
0:1:19:358;57,52884674;16,10896111;544,7144165;0,5712000132;-2,988974571;0,2076283544;0,;92,04615784;
